Enrollment_Id,Name,PointsAwarded,PointsPossible
740,Attendance Quiz 2,1.00,1.00
740,Attendance Quiz 3,1.00,1.00
740,Attendance Quiz 4,1.00,1.00
740,Attendance Quiz 5,1.00,1.00
740,Attendance Quiz 6,1.00,1.00
740,Attendance Quiz 7,1.00,1.00
740,Attendance Quiz 8,1.00,1.00
740,Attendance Quiz 9,1.00,1.00
740,Exam 1,73.33,100.00
740,Exam 2,72.00,90.00
740,Extra Credit,3.00,8.00
740,Final Quiz Average (replaces individual quiz grades),92.51,100.00
740,Quiz 1,10.00,13.00
740,Quiz 2,11.00,15.00
740,Quiz 3,12.00,15.00
740,Quiz 4,1.00,1.00
740,Quiz 5,1.00,1.00
740,Quiz 6,16.00,20.00
740,Quiz 7,12.00,20.00
740,Quiz 8,16.00,20.00
740,Quiz 9,1.00,1.00
741,A1 Final Score,60.17,100.00
741,A2 Final Score,21.28,100.00
741,A2 Individual,0.00,20.00
741,Attendance Quiz 1,1.00,1.00
741,Attendance Quiz 2,0.00,1.00
741,Attendance Quiz 3,0.00,1.00
741,Attendance Quiz 4,0.00,1.00
741,Attendance Quiz 5,0.00,1.00
741,Attendance Quiz 6,0.00,1.00
741,Attendance Quiz 7,0.00,1.00
741,Exam 1,0.00,100.00
741,Quiz 1,11.00,13.00
741,Quiz 2,0.00,15.00
741,Quiz 3,0.00,15.00
741,Quiz 4,1.00,1.00
741,Quiz 5,1.00,1.00
742,A1 Final Score,76.69,100.00
742,A2 Final Score,76.12,100.00
742,A2 Individual,20.00,20.00
742,A3 Final Score,40.47,100.00
742,A3 Individual,0.00,20.00
742,Attendance Quiz 1,1.00,1.00
742,Attendance Quiz 10,0.00,1.00
742,Attendance Quiz 2,0.00,1.00
742,Attendance Quiz 3,1.00,1.00
742,Attendance Quiz 4,1.00,1.00
742,Attendance Quiz 5,0.00,1.00
742,Attendance Quiz 6,0.00,1.00
742,Attendance Quiz 7,1.00,1.00
742,Attendance Quiz 8,0.00,1.00
742,Attendance Quiz 9,0.00,1.00
742,Exam 1,48.89,100.00
742,Exam 2,0.00,90.00
742,Extra Credit,1.00,8.00
742,Final Quiz Average (replaces individual quiz grades),30.00,100.00
742,Quiz 1,0.00,13.00
742,Quiz 2,0.00,15.00
742,Quiz 3,0.00,15.00
742,Quiz 4,1.00,1.00
742,Quiz 5,1.00,1.00
742,Quiz 6,0.00,20.00
742,Quiz 7,0.00,20.00
742,Quiz 8,0.00,20.00
742,Quiz 9,0.00,1.00
743,A1 Final Score,85.99,100.00
743,A2 Final Score,66.65,100.00
743,A2 Individual,20.00,20.00
743,A3 Final Score,82.42,100.00
743,A3 Individual,15.00,20.00
743,Attendance Quiz 1,0.00,1.00
743,Attendance Quiz 10,1.00,1.00
743,Attendance Quiz 2,0.00,1.00
743,Attendance Quiz 3,1.00,1.00
743,Attendance Quiz 4,0.00,1.00
743,Attendance Quiz 5,0.00,1.00
743,Attendance Quiz 6,1.00,1.00
743,Attendance Quiz 7,1.00,1.00
743,Attendance Quiz 8,1.00,1.00
743,Attendance Quiz 9,0.00,1.00
743,Exam 1,71.11,100.00
743,Exam 2,62.00,90.00
743,Extra Credit,2.00,8.00
743,Final Quiz Average (replaces individual quiz grades),54.13,100.00
743,Quiz 1,11.00,13.00
743,Quiz 2,9.00,15.00
743,Quiz 3,11.00,15.00
743,Quiz 4,1.00,1.00
743,Quiz 5,0.00,1.00
743,Quiz 6,14.00,20.00
743,Quiz 7,11.00,20.00
743,Quiz 8,11.00,20.00
743,Quiz 9,0.00,1.00
744,A1 Final Score,81.50,100.00
744,A2 Final Score,75.00,100.00
744,A2 Individual,20.00,20.00
744,A3 Final Score,79.21,100.00
744,A3 Individual,16.00,20.00
744,Attendance Quiz 1,1.00,1.00
744,Attendance Quiz 10,1.00,1.00
744,Attendance Quiz 2,1.00,1.00
744,Attendance Quiz 3,1.00,1.00
744,Attendance Quiz 4,1.00,1.00
744,Attendance Quiz 5,0.00,1.00
744,Attendance Quiz 6,1.00,1.00
744,Attendance Quiz 7,1.00,1.00
744,Attendance Quiz 8,1.00,1.00
744,Attendance Quiz 9,1.00,1.00
744,Exam 1,60.00,100.00
744,Exam 2,70.00,90.00
744,Extra Credit,6.00,8.00
744,Final Quiz Average (replaces individual quiz grades),77.15,100.00
744,Quiz 2,0.00,15.00
744,Quiz 3,11.00,15.00
744,Quiz 4,0.00,1.00
744,Quiz 5,1.00,1.00
744,Quiz 6,14.00,20.00
744,Quiz 7,13.00,20.00
744,Quiz 8,10.00,20.00
744,Quiz 9,1.00,1.00
745,A1 Final Score,89.77,100.00
745,A2 Final Score,38.94,100.00
745,A2 Individual,0.00,20.00
745,A3 Final Score,83.14,100.00
745,A3 Individual,12.00,20.00
745,Attendance Quiz 1,1.00,1.00
745,Attendance Quiz 10,0.00,1.00
745,Attendance Quiz 2,1.00,1.00
745,Attendance Quiz 3,0.00,1.00
745,Attendance Quiz 4,0.00,1.00
745,Attendance Quiz 5,1.00,1.00
745,Attendance Quiz 6,1.00,1.00
745,Attendance Quiz 7,1.00,1.00
745,Attendance Quiz 8,1.00,1.00
745,Attendance Quiz 9,0.00,1.00
745,Exam 1,0.00,100.00
745,Exam 2,78.00,90.00
745,Extra Credit,1.00,8.00
745,Final Quiz Average (replaces individual quiz grades),64.40,100.00
745,Quiz 1,11.00,13.00
745,Quiz 2,9.00,15.00
745,Quiz 3,11.00,15.00
745,Quiz 4,1.00,1.00
745,Quiz 5,1.00,1.00
745,Quiz 6,0.00,20.00
745,Quiz 7,0.00,20.00
745,Quiz 8,14.00,20.00
745,Quiz 9,1.00,1.00
746,A1 Final Score,89.25,100.00
746,A2 Final Score,70.55,100.00
746,A2 Individual,20.00,20.00
746,A3 Final Score,66.79,100.00
746,A3 Individual,10.00,20.00
746,Attendance Quiz 1,1.00,1.00
746,Attendance Quiz 10,0.00,1.00
746,Attendance Quiz 2,1.00,1.00
746,Attendance Quiz 3,1.00,1.00
746,Attendance Quiz 4,1.00,1.00
746,Attendance Quiz 5,0.00,1.00
746,Attendance Quiz 6,1.00,1.00
746,Attendance Quiz 7,1.00,1.00
746,Attendance Quiz 8,1.00,1.00
746,Attendance Quiz 9,1.00,1.00
746,Exam 1,60.00,100.00
746,Exam 2,64.00,90.00
746,Extra Credit,1.00,8.00
746,Final Quiz Average (replaces individual quiz grades),74.88,100.00
746,Quiz 1,9.00,13.00
746,Quiz 2,6.00,15.00
746,Quiz 3,11.00,15.00
746,Quiz 4,1.00,1.00
746,Quiz 5,1.00,1.00
746,Quiz 6,13.00,20.00
746,Quiz 7,14.00,20.00
746,Quiz 8,16.00,20.00
746,Quiz 9,0.00,1.00
747,A1 Final Score,78.75,100.00
747,A2 Final Score,90.38,100.00
747,A2 Individual,20.00,20.00
747,A3 Final Score,59.62,100.00
747,A3 Individual,15.00,20.00
747,Attendance Quiz 1,1.00,1.00
747,Attendance Quiz 10,1.00,1.00
747,Attendance Quiz 2,1.00,1.00
747,Attendance Quiz 3,1.00,1.00
747,Attendance Quiz 4,1.00,1.00
747,Attendance Quiz 5,1.00,1.00
747,Attendance Quiz 6,1.00,1.00
747,Attendance Quiz 7,1.00,1.00
747,Attendance Quiz 8,1.00,1.00
747,Attendance Quiz 9,1.00,1.00
747,Exam 1,55.00,100.00
747,Exam 2,64.00,90.00
747,Extra Credit,8.00,8.00
747,Final Quiz Average (replaces individual quiz grades),89.69,100.00
747,Quiz 1,7.00,13.00
747,Quiz 2,8.00,15.00
747,Quiz 3,13.00,15.00
747,Quiz 4,1.00,1.00
747,Quiz 5,1.00,1.00
747,Quiz 6,15.00,20.00
747,Quiz 7,15.00,20.00
747,Quiz 8,10.00,20.00
747,Quiz 9,1.00,1.00
748,A1 Final Score,75.88,100.00
748,A2 Final Score,53.90,100.00
748,A2 Individual,0.00,20.00
748,A3 Final Score,88.19,100.00
748,A3 Individual,13.00,20.00
748,Attendance Quiz 1,1.00,1.00
748,Attendance Quiz 10,1.00,1.00
748,Attendance Quiz 2,1.00,1.00
748,Attendance Quiz 3,1.00,1.00
748,Attendance Quiz 4,1.00,1.00
748,Attendance Quiz 5,1.00,1.00
748,Attendance Quiz 6,1.00,1.00
748,Attendance Quiz 7,1.00,1.00
748,Attendance Quiz 8,1.00,1.00
748,Attendance Quiz 9,1.00,1.00
748,Exam 1,73.33,100.00
748,Exam 2,84.00,90.00
748,Extra Credit,5.00,8.00
748,Final Quiz Average (replaces individual quiz grades),91.93,100.00
748,Quiz 1,10.00,13.00
748,Quiz 2,9.00,15.00
748,Quiz 3,13.00,15.00
748,Quiz 4,1.00,1.00
748,Quiz 5,1.00,1.00
748,Quiz 6,13.00,20.00
748,Quiz 7,13.00,20.00
748,Quiz 8,17.00,20.00
748,Quiz 9,1.00,1.00
749,A1 Final Score,87.50,100.00
749,A2 Final Score,86.20,100.00
749,A2 Individual,20.00,20.00
749,A3 Final Score,80.93,100.00
749,A3 Individual,19.00,20.00
749,Attendance Quiz 1,1.00,1.00
749,Attendance Quiz 10,0.00,1.00
749,Attendance Quiz 2,0.00,1.00
749,Attendance Quiz 3,1.00,1.00
749,Attendance Quiz 4,1.00,1.00
749,Attendance Quiz 5,1.00,1.00
749,Attendance Quiz 6,1.00,1.00
749,Attendance Quiz 7,1.00,1.00
749,Attendance Quiz 8,1.00,1.00
749,Attendance Quiz 9,1.00,1.00
749,Exam 1,64.44,100.00
749,Exam 2,70.00,90.00
749,Extra Credit,2.00,8.00
749,Final Quiz Average (replaces individual quiz grades),82.31,100.00
749,Quiz 1,11.00,13.00
749,Quiz 2,5.00,15.00
749,Quiz 3,14.00,15.00
749,Quiz 4,1.00,1.00
749,Quiz 5,1.00,1.00
749,Quiz 6,17.00,20.00
749,Quiz 7,16.00,20.00
749,Quiz 8,14.00,20.00
749,Quiz 9,1.00,1.00
750,A1 Final Score,93.00,100.00
750,A2 Final Score,88.80,100.00
750,A2 Individual,20.00,20.00
750,A3 Final Score,92.35,100.00
750,A3 Individual,17.00,20.00
750,Attendance Quiz 1,1.00,1.00
750,Attendance Quiz 10,1.00,1.00
750,Attendance Quiz 2,1.00,1.00
750,Attendance Quiz 3,1.00,1.00
750,Attendance Quiz 4,1.00,1.00
750,Attendance Quiz 5,1.00,1.00
750,Attendance Quiz 6,1.00,1.00
750,Attendance Quiz 7,0.00,1.00
750,Attendance Quiz 8,1.00,1.00
750,Attendance Quiz 9,1.00,1.00
750,Exam 1,82.22,100.00
750,Exam 2,78.00,90.00
750,Extra Credit,8.00,8.00
750,Final Quiz Average (replaces individual quiz grades),69.76,100.00
750,Quiz 1,10.00,13.00
750,Quiz 2,0.00,15.00
750,Quiz 3,11.00,15.00
750,Quiz 4,0.00,1.00
750,Quiz 5,0.00,1.00
750,Quiz 6,15.00,20.00
750,Quiz 7,18.00,20.00
750,Quiz 8,16.00,20.00
750,Quiz 9,0.00,1.00
751,A1 Final Score,85.00,100.00
751,A2 Final Score,88.00,100.00
751,A2 Individual,20.00,20.00
751,A3 Final Score,87.89,100.00
751,A3 Individual,15.00,20.00
751,Attendance Quiz 1,1.00,1.00
751,Attendance Quiz 10,1.00,1.00
751,Attendance Quiz 2,1.00,1.00
751,Attendance Quiz 3,1.00,1.00
751,Attendance Quiz 4,1.00,1.00
751,Attendance Quiz 5,1.00,1.00
751,Attendance Quiz 6,1.00,1.00
751,Attendance Quiz 7,1.00,1.00
751,Attendance Quiz 8,1.00,1.00
751,Attendance Quiz 9,1.00,1.00
751,Exam 1,68.89,100.00
751,Exam 2,78.00,90.00
751,Extra Credit,5.00,8.00
751,Final Quiz Average (replaces individual quiz grades),85.60,100.00
751,Quiz 1,10.00,13.00
751,Quiz 2,11.00,15.00
751,Quiz 3,10.00,15.00
751,Quiz 4,1.00,1.00
751,Quiz 5,0.00,1.00
751,Quiz 6,12.00,20.00
751,Quiz 7,14.00,20.00
751,Quiz 8,13.00,20.00
751,Quiz 9,1.00,1.00
752,A1 Final Score,71.00,100.00
752,A2 Final Score,79.80,100.00
752,A2 Individual,20.00,20.00
752,A3 Final Score,28.79,100.00
752,A3 Individual,10.00,20.00
752,Attendance Quiz 1,0.00,1.00
752,Attendance Quiz 10,1.00,1.00
752,Attendance Quiz 2,1.00,1.00
752,Attendance Quiz 3,0.00,1.00
752,Attendance Quiz 4,1.00,1.00
752,Attendance Quiz 5,0.00,1.00
752,Attendance Quiz 6,1.00,1.00
752,Attendance Quiz 7,1.00,1.00
752,Attendance Quiz 8,1.00,1.00
752,Attendance Quiz 9,1.00,1.00
752,Exam 1,60.00,100.00
752,Exam 2,68.00,90.00
752,Extra Credit,1.00,8.00
752,Final Quiz Average (replaces individual quiz grades),66.75,100.00
752,Quiz 1,0.00,13.00
752,Quiz 2,9.00,15.00
752,Quiz 3,0.00,15.00
752,Quiz 4,1.00,1.00
752,Quiz 5,1.00,1.00
752,Quiz 6,13.00,20.00
752,Quiz 7,12.00,20.00
752,Quiz 8,10.00,20.00
752,Quiz 9,1.00,1.00
753,A1 Final Score,0.00,100.00
753,A2 Final Score,53.19,100.00
753,A2 Individual,0.00,20.00
753,A3 Final Score,74.71,100.00
753,A3 Individual,10.00,20.00
753,Attendance Quiz 1,0.00,1.00
753,Attendance Quiz 10,1.00,1.00
753,Attendance Quiz 2,0.00,1.00
753,Attendance Quiz 3,0.00,1.00
753,Attendance Quiz 4,0.00,1.00
753,Attendance Quiz 5,1.00,1.00
753,Attendance Quiz 6,1.00,1.00
753,Attendance Quiz 7,1.00,1.00
753,Attendance Quiz 8,1.00,1.00
753,Attendance Quiz 9,1.00,1.00
753,Exam 1,68.89,100.00
753,Exam 2,74.00,90.00
753,Extra Credit,4.00,8.00
753,Final Quiz Average (replaces individual quiz grades),67.13,100.00
753,Quiz 1,9.00,13.00
753,Quiz 2,0.00,15.00
753,Quiz 3,8.00,15.00
753,Quiz 4,1.00,1.00
753,Quiz 5,1.00,1.00
753,Quiz 6,15.00,20.00
753,Quiz 7,15.00,20.00
753,Quiz 8,14.00,20.00
753,Quiz 9,1.00,1.00
754,A1 Final Score,84.42,100.00
754,A2 Final Score,75.90,100.00
754,A2 Individual,20.00,20.00
754,A3 Final Score,85.34,100.00
754,A3 Individual,14.00,20.00
754,Attendance Quiz 1,1.00,1.00
754,Attendance Quiz 10,0.00,1.00
754,Attendance Quiz 2,1.00,1.00
754,Attendance Quiz 3,1.00,1.00
754,Attendance Quiz 4,1.00,1.00
754,Attendance Quiz 5,0.00,1.00
754,Attendance Quiz 6,1.00,1.00
754,Attendance Quiz 7,0.00,1.00
754,Attendance Quiz 8,1.00,1.00
754,Attendance Quiz 9,1.00,1.00
754,Exam 1,82.22,100.00
754,Exam 2,92.00,90.00
754,Extra Credit,5.00,8.00
754,Final Quiz Average (replaces individual quiz grades),60.35,100.00
754,Quiz 1,10.00,13.00
754,Quiz 2,0.00,15.00
754,Quiz 3,12.00,15.00
754,Quiz 4,0.00,1.00
754,Quiz 5,0.00,1.00
754,Quiz 6,0.00,20.00
754,Quiz 7,16.00,20.00
754,Quiz 8,14.00,20.00
754,Quiz 9,1.00,1.00
755,A1 Final Score,88.25,100.00
755,A2 Final Score,89.12,100.00
755,A2 Individual,20.00,20.00
755,A3 Final Score,80.37,100.00
755,A3 Individual,20.00,20.00
755,Attendance Quiz 1,1.00,1.00
755,Attendance Quiz 10,1.00,1.00
755,Attendance Quiz 2,1.00,1.00
755,Attendance Quiz 3,1.00,1.00
755,Attendance Quiz 4,0.00,1.00
755,Attendance Quiz 5,1.00,1.00
755,Attendance Quiz 6,1.00,1.00
755,Attendance Quiz 7,1.00,1.00
755,Attendance Quiz 8,1.00,1.00
755,Attendance Quiz 9,0.00,1.00
755,Exam 1,84.44,100.00
755,Exam 2,84.00,90.00
755,Extra Credit,5.00,8.00
755,Final Quiz Average (replaces individual quiz grades),77.08,100.00
755,Quiz 1,8.00,13.00
755,Quiz 2,10.00,15.00
755,Quiz 3,14.00,15.00
755,Quiz 4,1.00,1.00
755,Quiz 5,1.00,1.00
755,Quiz 6,14.00,20.00
755,Quiz 7,13.00,20.00
755,Quiz 8,17.00,20.00
755,Quiz 9,0.00,1.00
756,A1 Final Score,67.14,100.00
756,A2 Final Score,80.80,100.00
756,A2 Individual,20.00,20.00
756,A3 Final Score,74.59,100.00
756,A3 Individual,8.00,20.00
756,Attendance Quiz 1,0.00,1.00
756,Attendance Quiz 10,1.00,1.00
756,Attendance Quiz 2,1.00,1.00
756,Attendance Quiz 3,0.00,1.00
756,Attendance Quiz 4,1.00,1.00
756,Attendance Quiz 5,1.00,1.00
756,Attendance Quiz 6,1.00,1.00
756,Attendance Quiz 7,0.00,1.00
756,Attendance Quiz 8,1.00,1.00
756,Attendance Quiz 9,1.00,1.00
756,Exam 1,60.00,100.00
756,Exam 2,84.00,90.00
756,Extra Credit,3.00,8.00
756,Final Quiz Average (replaces individual quiz grades),68.71,100.00
756,Quiz 1,9.00,13.00
756,Quiz 2,0.00,15.00
756,Quiz 3,9.00,15.00
756,Quiz 4,1.00,1.00
756,Quiz 5,1.00,1.00
756,Quiz 6,0.00,20.00
756,Quiz 7,15.00,20.00
756,Quiz 8,14.00,20.00
756,Quiz 9,1.00,1.00
757,A1 Final Score,84.38,100.00
757,A2 Final Score,50.66,100.00
757,A2 Individual,0.00,20.00
757,A3 Final Score,89.69,100.00
757,A3 Individual,15.00,20.00
757,Attendance Quiz 1,1.00,1.00
757,Attendance Quiz 10,1.00,1.00
757,Attendance Quiz 2,1.00,1.00
757,Attendance Quiz 3,1.00,1.00
757,Attendance Quiz 4,1.00,1.00
757,Attendance Quiz 5,1.00,1.00
757,Attendance Quiz 6,1.00,1.00
757,Attendance Quiz 7,1.00,1.00
757,Attendance Quiz 8,1.00,1.00
757,Attendance Quiz 9,1.00,1.00
757,Exam 1,68.89,100.00
757,Exam 2,80.00,90.00
757,Extra Credit,3.00,8.00
757,Final Quiz Average (replaces individual quiz grades),84.68,100.00
757,Quiz 1,10.00,13.00
757,Quiz 2,9.00,15.00
757,Quiz 3,10.00,15.00
757,Quiz 4,1.00,1.00
757,Quiz 5,1.00,1.00
757,Quiz 6,14.00,20.00
757,Quiz 7,10.00,20.00
757,Quiz 8,14.00,20.00
757,Quiz 9,1.00,1.00
758,A1 Final Score,80.50,100.00
758,A2 Final Score,70.45,100.00
758,A2 Individual,20.00,20.00
758,A3 Final Score,79.89,100.00
758,A3 Individual,14.00,20.00
758,Attendance Quiz 1,1.00,1.00
758,Attendance Quiz 10,1.00,1.00
758,Attendance Quiz 2,0.00,1.00
758,Attendance Quiz 3,1.00,1.00
758,Attendance Quiz 4,1.00,1.00
758,Attendance Quiz 5,1.00,1.00
758,Attendance Quiz 6,1.00,1.00
758,Attendance Quiz 7,1.00,1.00
758,Attendance Quiz 8,1.00,1.00
758,Attendance Quiz 9,1.00,1.00
758,Exam 1,68.89,100.00
758,Exam 2,80.00,90.00
758,Extra Credit,1.00,8.00
758,Final Quiz Average (replaces individual quiz grades),85.26,100.00
758,Quiz 1,10.00,13.00
758,Quiz 2,8.00,15.00
758,Quiz 3,9.00,15.00
758,Quiz 4,1.00,1.00
758,Quiz 5,1.00,1.00
758,Quiz 6,14.00,20.00
758,Quiz 7,16.00,20.00
758,Quiz 8,13.00,20.00
758,Quiz 9,1.00,1.00
759,A1 Final Score,85.92,100.00
759,A2 Final Score,56.19,100.00
759,A2 Individual,20.00,20.00
759,A3 Final Score,93.44,100.00
759,A3 Individual,20.00,20.00
759,Attendance Quiz 1,1.00,1.00
759,Attendance Quiz 10,1.00,1.00
759,Attendance Quiz 2,0.00,1.00
759,Attendance Quiz 3,1.00,1.00
759,Attendance Quiz 4,1.00,1.00
759,Attendance Quiz 5,1.00,1.00
759,Attendance Quiz 6,1.00,1.00
759,Attendance Quiz 7,1.00,1.00
759,Attendance Quiz 8,1.00,1.00
759,Attendance Quiz 9,1.00,1.00
759,Exam 1,60.00,100.00
759,Exam 2,80.00,90.00
759,Extra Credit,5.00,8.00
759,Final Quiz Average (replaces individual quiz grades),75.79,100.00
759,Quiz 1,9.00,13.00
759,Quiz 2,7.00,15.00
759,Quiz 3,0.00,15.00
759,Quiz 4,1.00,1.00
759,Quiz 5,0.00,1.00
759,Quiz 6,14.00,20.00
759,Quiz 7,14.00,20.00
759,Quiz 8,12.00,20.00
759,Quiz 9,1.00,1.00
760,A1 Final Score,73.69,100.00
760,A2 Final Score,93.20,100.00
760,A2 Individual,20.00,20.00
760,A3 Final Score,94.56,100.00
760,A3 Individual,20.00,20.00
760,Attendance Quiz 1,1.00,1.00
760,Attendance Quiz 10,1.00,1.00
760,Attendance Quiz 2,1.00,1.00
760,Attendance Quiz 3,1.00,1.00
760,Attendance Quiz 4,1.00,1.00
760,Attendance Quiz 5,1.00,1.00
760,Attendance Quiz 6,1.00,1.00
760,Attendance Quiz 7,1.00,1.00
760,Attendance Quiz 8,1.00,1.00
760,Attendance Quiz 9,1.00,1.00
760,Exam 1,55.00,100.00
760,Exam 2,78.00,90.00
760,Extra Credit,3.00,8.00
760,Final Quiz Average (replaces individual quiz grades),92.23,100.00
760,Quiz 1,11.00,13.00
760,Quiz 2,9.00,15.00
760,Quiz 3,12.00,15.00
760,Quiz 4,1.00,1.00
760,Quiz 5,1.00,1.00
760,Quiz 6,16.00,20.00
760,Quiz 7,15.00,20.00
760,Quiz 8,13.00,20.00
760,Quiz 9,1.00,1.00
761,A1 Final Score,0.00,100.00
761,A2 Final Score,9.50,100.00
761,A2 Individual,0.00,20.00
761,A3 Final Score,14.14,100.00
761,A3 Individual,0.00,20.00
761,Attendance Quiz 1,0.00,1.00
761,Attendance Quiz 10,0.00,1.00
761,Attendance Quiz 2,0.00,1.00
761,Attendance Quiz 3,0.00,1.00
761,Attendance Quiz 4,0.00,1.00
761,Attendance Quiz 5,0.00,1.00
761,Attendance Quiz 6,0.00,1.00
761,Attendance Quiz 7,0.00,1.00
761,Attendance Quiz 8,0.00,1.00
761,Attendance Quiz 9,0.00,1.00
761,Exam 1,0.00,100.00
761,Exam 2,0.00,90.00
761,Extra Credit,1.00,8.00
761,Final Quiz Average (replaces individual quiz grades),0.00,100.00
761,Quiz 1,0.00,13.00
761,Quiz 2,0.00,15.00
761,Quiz 3,0.00,15.00
761,Quiz 4,0.00,1.00
761,Quiz 5,0.00,1.00
761,Quiz 6,0.00,20.00
761,Quiz 7,0.00,20.00
761,Quiz 8,0.00,20.00
761,Quiz 9,0.00,1.00
762,A1 Final Score,85.00,100.00
762,A2 Final Score,74.70,100.00
762,A2 Individual,20.00,20.00
762,A3 Final Score,77.76,100.00
762,A3 Individual,15.00,20.00
762,Attendance Quiz 1,0.00,1.00
762,Attendance Quiz 10,1.00,1.00
762,Attendance Quiz 2,1.00,1.00
762,Attendance Quiz 3,1.00,1.00
762,Attendance Quiz 4,1.00,1.00
762,Attendance Quiz 5,1.00,1.00
762,Attendance Quiz 6,1.00,1.00
762,Attendance Quiz 7,0.00,1.00
762,Attendance Quiz 8,1.00,1.00
762,Attendance Quiz 9,0.00,1.00
762,Exam 1,77.78,100.00
762,Exam 2,78.00,90.00
762,Extra Credit,1.00,8.00
762,Final Quiz Average (replaces individual quiz grades),66.93,100.00
762,Quiz 1,10.00,13.00
762,Quiz 2,0.00,15.00
762,Quiz 3,10.00,15.00
762,Quiz 4,1.00,1.00
762,Quiz 5,1.00,1.00
762,Quiz 6,12.00,20.00
762,Quiz 7,14.00,20.00
762,Quiz 8,13.00,20.00
762,Quiz 9,1.00,1.00
763,A1 Final Score,91.00,100.00
763,A2 Final Score,89.80,100.00
763,A2 Individual,20.00,20.00
763,A3 Final Score,90.85,100.00
763,A3 Individual,15.00,20.00
763,Attendance Quiz 1,1.00,1.00
763,Attendance Quiz 10,1.00,1.00
763,Attendance Quiz 2,1.00,1.00
763,Attendance Quiz 3,1.00,1.00
763,Attendance Quiz 4,1.00,1.00
763,Attendance Quiz 5,1.00,1.00
763,Attendance Quiz 6,1.00,1.00
763,Attendance Quiz 7,0.00,1.00
763,Attendance Quiz 8,1.00,1.00
763,Attendance Quiz 9,1.00,1.00
763,Exam 1,77.78,100.00
763,Exam 2,74.00,90.00
763,Extra Credit,1.00,8.00
763,Final Quiz Average (replaces individual quiz grades),80.76,100.00
763,Quiz 1,10.00,13.00
763,Quiz 2,10.00,15.00
763,Quiz 3,10.00,15.00
763,Quiz 4,1.00,1.00
763,Quiz 5,1.00,1.00
763,Quiz 6,15.00,20.00
763,Quiz 7,13.00,20.00
763,Quiz 8,13.00,20.00
763,Quiz 9,0.00,1.00
764,A1 Final Score,94.50,100.00
764,A2 Final Score,92.20,100.00
764,A2 Individual,20.00,20.00
764,A3 Final Score,90.44,100.00
764,A3 Individual,18.00,20.00
764,Attendance Quiz 1,1.00,1.00
764,Attendance Quiz 10,1.00,1.00
764,Attendance Quiz 2,1.00,1.00
764,Attendance Quiz 3,1.00,1.00
764,Attendance Quiz 4,1.00,1.00
764,Attendance Quiz 5,1.00,1.00
764,Attendance Quiz 6,1.00,1.00
764,Attendance Quiz 7,1.00,1.00
764,Attendance Quiz 8,1.00,1.00
764,Attendance Quiz 9,1.00,1.00
764,Exam 1,70.00,100.00
764,Exam 2,80.00,90.00
764,Extra Credit,5.00,8.00
764,Final Quiz Average (replaces individual quiz grades),89.06,100.00
764,Quiz 1,11.00,13.00
764,Quiz 2,10.00,15.00
764,Quiz 3,12.00,15.00
764,Quiz 4,1.00,1.00
764,Quiz 5,1.00,1.00
764,Quiz 6,17.00,20.00
764,Quiz 7,18.00,20.00
764,Quiz 8,15.00,20.00
764,Quiz 9,0.00,1.00
765,A1 Final Score,76.38,100.00
765,A2 Final Score,81.32,100.00
765,A2 Individual,20.00,20.00
765,A3 Final Score,48.43,100.00
765,A3 Individual,0.00,20.00
765,Attendance Quiz 1,1.00,1.00
765,Attendance Quiz 10,1.00,1.00
765,Attendance Quiz 2,1.00,1.00
765,Attendance Quiz 3,1.00,1.00
765,Attendance Quiz 4,1.00,1.00
765,Attendance Quiz 5,1.00,1.00
765,Attendance Quiz 6,1.00,1.00
765,Attendance Quiz 7,1.00,1.00
765,Attendance Quiz 8,1.00,1.00
765,Attendance Quiz 9,1.00,1.00
765,Exam 1,62.22,100.00
765,Exam 2,80.00,90.00
765,Extra Credit,0.00,8.00
765,Final Quiz Average (replaces individual quiz grades),86.88,100.00
765,Quiz 1,9.00,13.00
765,Quiz 2,9.00,15.00
765,Quiz 3,11.00,15.00
765,Quiz 4,1.00,1.00
765,Quiz 5,1.00,1.00
765,Quiz 6,15.00,20.00
765,Quiz 7,0.00,20.00
765,Quiz 8,12.00,20.00
765,Quiz 9,1.00,1.00
766,A1 Final Score,93.75,100.00
766,A2 Final Score,88.00,100.00
766,A2 Individual,20.00,20.00
766,A3 Final Score,88.64,100.00
766,A3 Individual,16.00,20.00
766,Attendance Quiz 1,1.00,1.00
766,Attendance Quiz 10,1.00,1.00
766,Attendance Quiz 2,1.00,1.00
766,Attendance Quiz 3,1.00,1.00
766,Attendance Quiz 4,1.00,1.00
766,Attendance Quiz 5,1.00,1.00
766,Attendance Quiz 6,1.00,1.00
766,Attendance Quiz 7,1.00,1.00
766,Attendance Quiz 8,1.00,1.00
766,Attendance Quiz 9,1.00,1.00
766,Exam 1,75.56,100.00
766,Exam 2,84.00,90.00
766,Extra Credit,2.00,8.00
766,Final Quiz Average (replaces individual quiz grades),85.68,100.00
766,Quiz 1,10.00,13.00
766,Quiz 2,11.00,15.00
766,Quiz 3,8.00,15.00
766,Quiz 4,1.00,1.00
766,Quiz 5,0.00,1.00
766,Quiz 6,14.00,20.00
766,Quiz 7,17.00,20.00
766,Quiz 8,11.00,20.00
766,Quiz 9,1.00,1.00
767,A1 Final Score,93.50,100.00
767,A2 Final Score,90.14,100.00
